locus_tag,gene_name,product,gene_category,contig,start,end,strand,role,ko_id,ko_name,ko_substrate,brite_leaf,tcdb_id,tcdb_name,substrate_call,resolution_level,organic_or_inorganic,substrate_source,substrate_confidence,substrate_evidence,substrate_options,sources
EZ55_00707,,efflux RND transporter periplasmic adaptor subunit,Cell wall and membrane,NZ_OX359237.1,778768,779817,+,,kegg.orthology:K03585,"acrA, mexA, adeI, smeD, mtrC, cmeA; membrane fusion protein, multidrug efflux system",,Accessory factors involved in transport [TC:8],tcdb:2.A.6.2,2.A.6.2,unresolved,unresolved,,,none,"acrA, mexA, adeI, smeD, mtrC, cmeA; membrane fusion protein, multidrug efflux system",,brite;kegg;tcdb;func
EZ55_00708,acrF,efflux RND transporter permease subunit,Defense mechanisms,NZ_OX359237.1,779832,782939,+,PERM,kegg.orthology:K18138,"acrB, mexB, adeJ, smeE, mtrD, cmeB; multidrug efflux pump",,Electrochemical potential-driven transporters [TC:2],tcdb:2.A.6.2,2.A.6.2,unresolved,unresolved,,,none,"acrB, mexB, adeJ, smeE, mtrD, cmeB; multidrug efflux pump",,brite;kegg;tcdb;func
EZ55_00709,,type 2 periplasmic-binding domain-containing protein,Inorganic ion transport,NZ_OX359237.1,783470,783874,+,SBP,,,,,,,phosphate,specific_compound,inorganic,function_description,inferred,Phosphate ABC transporter substrate-binding protein,,func
EZ55_00725,benE,benzoate/H(+) symporter BenE family transporter,Secondary metabolites,NZ_OX359237.1,801536,802726,-,,kegg.orthology:K05782,benE; benzoate membrane transport protein,benzoate,Electrochemical potential-driven transporters [TC:2],tcdb:2.A.46.1,2.A.46.1,benzoate,specific_compound,organic,kegg_ko,confident,benE; benzoate membrane transport protein,,brite;tcdb;func
EZ55_00731,pstS,PstS family phosphate ABC transporter substrate-binding protein,Inorganic ion transport,NZ_OX359237.1,808806,809837,+,SBP,kegg.orthology:K02040,pstS; phosphate transport system substrate-binding protein,phosphate,Phosphate transporter,tcdb:3.A.1.7,3.A.1.7,phosphate,specific_compound,inorganic,kegg_ko,confident,pstS; phosphate transport system substrate-binding protein,,brite;kegg;tcdb;func
EZ55_00734,,TonB-dependent receptor domain-containing protein,Inorganic ion transport,NZ_OX359237.1,813160,815808,+,,,,,,,,unresolved,unresolved,,,none,TonB-dependent receptor domain-containing protein,,func
EZ55_00736,,MotA/TolQ/ExbB proton channel family protein,Intracellular trafficking,NZ_OX359237.1,816757,818121,+,,kegg.orthology:K03561,exbB; biopolymer transport protein ExbB,biopolymer,Pores ion channels [TC:1],tcdb:1.A.30.2.1,1.A.30.2.1,unresolved,unresolved,,,none,exbB; biopolymer transport protein ExbB,,brite;tcdb;func
EZ55_00737,,MotA/TolQ/ExbB proton channel family protein,Intracellular trafficking,NZ_OX359237.1,818124,818642,+,,kegg.orthology:K03561,exbB; biopolymer transport protein ExbB,biopolymer,Pores ion channels [TC:1],tcdb:1.A.30.2.1,1.A.30.2.1,unresolved,unresolved,,,none,exbB; biopolymer transport protein ExbB,,brite;tcdb;func
EZ55_00738,,ExbD/TolR family protein,Intracellular trafficking,NZ_OX359237.1,818675,819082,+,,kegg.orthology:K03559,exbD; biopolymer transport protein ExbD,biopolymer,Pores ion channels [TC:1],tcdb:1.A.30.2.1,1.A.30.2.1,unresolved,unresolved,,,none,exbD; biopolymer transport protein ExbD,,brite;tcdb
EZ55_00739,,energy transducer TonB,Cell wall and membrane,NZ_OX359237.1,819086,819694,+,,kegg.orthology:K03832,tonB; periplasmic protein TonB,,Electrochemical potential-driven transporters [TC:2],tcdb:2.C.1.1,2.C.1.1,unresolved,unresolved,,,none,tonB; periplasmic protein TonB,,brite;kegg;tcdb;func
EZ55_00743,,AMP-binding protein,Lipid metabolism,NZ_OX359237.1,825326,826894,-,,kegg.orthology:K01897,"ACSL, fadD; long-chain-fatty-acid---CoA ligase [EC:6.2.1.3]",,,tcdb:4.C.1.1,4.C.1.1,unresolved,unresolved,,,none,"ACSL, fadD; long-chain-fatty-acid---CoA ligase [EC:6.2.1.3]",,tcdb
EZ55_00762,lptD,LPS assembly protein LptD,Cell wall and membrane,NZ_OX359237.1,850796,853048,-,,kegg.orthology:K04744,"lptD, imp, ostA; LPS-assembly protein",,Pores ion channels [TC:1],tcdb:1.B.42.1,1.B.42.1,unresolved,unresolved,,,none,"lptD, imp, ostA; LPS-assembly protein",,brite;tcdb
EZ55_00765,dsbC,bifunctional protein-disulfide isomerase/oxidoreductase DsbC,Cell wall and membrane,NZ_OX359237.1,855594,856316,+,,kegg.orthology:K03981,dsbC; thiol:disulfide interchange protein DsbC [EC:5.3.4.1],,,tcdb:3.A.7.11.1,3.A.7.11.1,unresolved,unresolved,,,none,dsbC; thiol:disulfide interchange protein DsbC [EC:5.3.4.1],,tcdb
EZ55_00785,,hypothetical protein,Inorganic ion transport,NZ_OX359237.1,877055,877819,-,PERM,kegg.orthology:K07243,"FTR, FTH1, efeU; high-affinity iron transporter",high-affinity iron,Electrochemical potential-driven transporters [TC:2],tcdb:2.A.108.1,2.A.108.1,high-affinity iron,specific_compound,inorganic,kegg_ko,confident,"FTR, FTH1, efeU; high-affinity iron transporter",,brite;kegg;tcdb;func
EZ55_00789,,transporter substrate-binding domain-containing protein,Amino acid metabolism,NZ_OX359237.1,880190,881089,-,SBP,,,,,,,unresolved,unresolved,,,none,transporter substrate-binding domain-containing protein,,func
EZ55_00795,sspA,stringent starvation protein SspA,Post-translational modification,NZ_OX359237.1,885431,886063,+,,kegg.orthology:K03599,"sspA, mglA; stringent starvation protein A",,Pores ion channels [TC:1],tcdb:1.A.12.3.1,1.A.12.3.1,unresolved,unresolved,,,none,"sspA, mglA; stringent starvation protein A",,brite;tcdb
EZ55_00800,mgtE,magnesium transporter,Inorganic ion transport,NZ_OX359237.1,889431,890789,-,,kegg.orthology:K06213,mgtE; magnesium transporter,magnesium,Pores ion channels [TC:1],tcdb:1.A.26.1,1.A.26.1,magnesium,specific_compound,inorganic,kegg_ko,confident,mgtE; magnesium transporter,,brite;kegg;tcdb;func
EZ55_00801,ptsO,HPr family phosphocarrier protein,Carbohydrate metabolism,NZ_OX359237.1,890964,891236,-,,kegg.orthology:K08485,"ptsO, npr; phosphocarrier protein NPr",,Phosphocarrier protein HPr [TC:8.A.8],tcdb:4.A.2.1,4.A.2.1,unresolved,unresolved,,,none,"ptsO, npr; phosphocarrier protein NPr",,brite;tcdb
EZ55_00803,ptsN,PTS IIA-like nitrogen regulatory protein PtsN,Carbohydrate metabolism,NZ_OX359237.1,892166,892609,-,,kegg.orthology:K02806,ptsN; nitrogen PTS system EIIA component [EC:2.7.1.-],,Nitrogen regulatory II component,,,unresolved,unresolved,,,none,ptsN; nitrogen PTS system EIIA component [EC:2.7.1.-],,brite
EZ55_00806,lptB,LPS export ABC transporter ATP-binding protein,Unknown,NZ_OX359237.1,894496,895221,-,ATP,kegg.orthology:K06861,lptB; lipopolysaccharide export system ATP-binding protein [EC:7.5.2.5],,Lipopolysaccharide transporter,tcdb:1.B.42.1,1.B.42.1,saccharide,broad_class,organic,brite_leaf,confident,Lipopolysaccharide transporter,,brite;tcdb;func
EZ55_00807,lptA,lipopolysaccharide transport periplasmic protein LptA,Unknown,NZ_OX359237.1,895224,895778,-,,kegg.orthology:K09774,lptA; lipopolysaccharide export system protein LptA,,Pores ion channels [TC:1],tcdb:1.B.42.1,1.B.42.1,unresolved,unresolved,,,none,lptA; lipopolysaccharide export system protein LptA,,brite;tcdb
EZ55_00808,lptC,LPS export ABC transporter periplasmic protein LptC,Unknown,NZ_OX359237.1,895747,896325,-,,kegg.orthology:K11719,lptC; lipopolysaccharide export system protein LptC,,Pores ion channels [TC:1],tcdb:1.B.42.1,1.B.42.1,unresolved,unresolved,,,none,lptC; lipopolysaccharide export system protein LptC,,brite;tcdb;func
EZ55_00811,yrbG,calcium/sodium antiporter,Inorganic ion transport,NZ_OX359237.1,897854,898810,-,,kegg.orthology:K07301,yrbG; cation:H+ antiporter,,Electrochemical potential-driven transporters [TC:2],tcdb:2.A.19.5,2.A.19.5,sodium,specific_compound,inorganic,product,inferred,calcium/sodium antiporter,,brite;kegg;tcdb;func
EZ55_00812,mlaF,phospholipid ABC transporter ATP-binding protein MlaF,Secondary metabolites,NZ_OX359237.1,899657,900457,+,ATP,kegg.orthology:K02065,"mlaF, linL, mkl; phospholipid/cholesterol/gamma-HCH transport system ATP-binding protein",phospholipid/cholesterol/gamma-HCH,gamma-Hexachlorocyclohexane transporter,tcdb:3.A.1.27,3.A.1.27,phospholipid/cholesterol/gamma-HCH,multi_substrate,organic,kegg_ko,confident,"mlaF, linL, mkl; phospholipid/cholesterol/gamma-HCH transport system ATP-binding protein",phospholipid; cholesterol; gamma-hch,brite;kegg;tcdb;func
EZ55_00813,mlaE,lipid asymmetry maintenance ABC transporter permease subunit MlaE,Secondary metabolites,NZ_OX359237.1,900454,901230,+,PERM,kegg.orthology:K02066,"mlaE, linK; phospholipid/cholesterol/gamma-HCH transport system permease protein",phospholipid/cholesterol/gamma-HCH,gamma-Hexachlorocyclohexane transporter,tcdb:3.A.1.27,3.A.1.27,phospholipid/cholesterol/gamma-HCH,multi_substrate,organic,kegg_ko,confident,"mlaE, linK; phospholipid/cholesterol/gamma-HCH transport system permease protein",phospholipid; cholesterol; gamma-hch,brite;kegg;tcdb;func
EZ55_00814,mlaD,outer membrane lipid asymmetry maintenance protein MlaD,Secondary metabolites,NZ_OX359237.1,901240,901713,+,SBP,kegg.orthology:K02067,"mlaD, linM; phospholipid/cholesterol/gamma-HCH transport system substrate-binding protein",phospholipid/cholesterol/gamma-HCH,gamma-Hexachlorocyclohexane transporter,tcdb:3.A.1.27,3.A.1.27,phospholipid/cholesterol/gamma-HCH,multi_substrate,organic,kegg_ko,confident,"mlaD, linM; phospholipid/cholesterol/gamma-HCH transport system substrate-binding protein",phospholipid; cholesterol; gamma-hch,brite;kegg;tcdb;func
EZ55_00815,ttg2D,MlaC/ttg2D family ABC transporter substrate-binding protein,Secondary metabolites,NZ_OX359237.1,901832,902497,+,SBP,kegg.orthology:K07323,mlaC; phospholipid transport system substrate-binding protein,phospholipid,Phospholipid transporter,tcdb:3.A.1.27.3,3.A.1.27.3,lipid,broad_class,organic,kegg_ko,confident,mlaC; phospholipid transport system substrate-binding protein,,brite;kegg;tcdb;func
EZ55_00816,yrbB,STAS domain-containing protein,Unknown,NZ_OX359237.1,902494,902802,+,SBP,kegg.orthology:K07122,mlaB; phospholipid transport system transporter-binding protein,phospholipid,Phospholipid transporter,tcdb:3.A.1.27.3,3.A.1.27.3,lipid,broad_class,organic,kegg_ko,confident,mlaB; phospholipid transport system transporter-binding protein,,brite;kegg;tcdb
EZ55_00833,secD,protein translocase subunit SecD,Intracellular trafficking,NZ_OX359237.1,922796,925363,+,,kegg.orthology:K12257,secDF; SecD/SecF fusion protein,,,tcdb:2.A.6.4,2.A.6.4,unresolved,unresolved,,,none,secDF; SecD/SecF fusion protein,,tcdb;func
EZ55_00834,nhaP2,potassium/proton antiporter,Inorganic ion transport,NZ_OX359237.1,925525,926988,+,,kegg.orthology:K11105,"cvrA, nhaP2; potassium/hydrogen antiporter",,Electrochemical potential-driven transporters [TC:2],tcdb:2.A.36.6,2.A.36.6,potassium,specific_compound,inorganic,kegg_ko_keyword,inferred,"cvrA, nhaP2; potassium/hydrogen antiporter",,brite;kegg;tcdb;func
EZ55_00837,,TonB-dependent receptor,Inorganic ion transport,NZ_OX359237.1,927445,929841,-,,,,,,,,unresolved,unresolved,,,none,TonB-dependent receptor,,func
EZ55_00838,ywfM,DMT family transporter,Amino acid metabolism,NZ_OX359237.1,930242,931186,+,,kegg.orthology:K03298,"TC.DME; drug/metabolite transporter, DME family",drug/metabolite,Electrochemical potential-driven transporters [TC:2],tcdb:2.A.7.3,2.A.7.3,unresolved,unresolved,,,none,"TC.DME; drug/metabolite transporter, DME family",,brite;kegg;tcdb;func
EZ55_00841,,ABC transporter substrate-binding protein,Amino acid metabolism,NZ_OX359237.1,934870,936048,-,SBP,kegg.orthology:K01999,livK; branched-chain amino acid transport system substrate-binding protein,branched-chain amino acid,Branched-chain amino acid transporter,tcdb:3.A.1.4,3.A.1.4,branched-chain amino acid,narrow_class,organic,kegg_ko,confident,livK; branched-chain amino acid transport system substrate-binding protein,leucine; isoleucine; valine,brite;kegg;tcdb;func
EZ55_00850,,efflux RND transporter periplasmic adaptor subunit,Cell wall and membrane,NZ_OX359237.1,945498,946583,+,,kegg.orthology:K03585,"acrA, mexA, adeI, smeD, mtrC, cmeA; membrane fusion protein, multidrug efflux system",,Accessory factors involved in transport [TC:8],tcdb:2.A.6.2,2.A.6.2,unresolved,unresolved,,,none,"acrA, mexA, adeI, smeD, mtrC, cmeA; membrane fusion protein, multidrug efflux system",,brite;kegg;tcdb;func
EZ55_00851,,efflux RND transporter permease subunit,Defense mechanisms,NZ_OX359237.1,946593,949778,+,PERM,kegg.orthology:K03296,"TC.HAE1; hydrophobic/amphiphilic exporter-1 (mainly G- bacteria), HAE1 family",,,tcdb:2.A.6.2,2.A.6.2,unresolved,unresolved,,,none,"TC.HAE1; hydrophobic/amphiphilic exporter-1 (mainly G- bacteria), HAE1 family",,tcdb;func
EZ55_00852,nodT,TolC family protein,Cell wall and membrane,NZ_OX359237.1,949768,951246,+,,kegg.orthology:K18139,"oprM, emhC, ttgC, cusC, adeK, smeF, mtrE, cmeC, gesC; outer membrane protein, multidrug efflux system",,Pores ion channels [TC:1],tcdb:2.A.6.2,2.A.6.2,unresolved,unresolved,,,none,"oprM, emhC, ttgC, cusC, adeK, smeF, mtrE, cmeC, gesC; outer membrane protein, multidrug efflux system",,brite;kegg;tcdb
EZ55_00858,pstC,ABC transporter permease subunit,Inorganic ion transport,NZ_OX359237.1,958850,961027,+,PERM,kegg.orthology:K02037,pstC; phosphate transport system permease protein,phosphate,Phosphate transporter,tcdb:3.A.1.7,3.A.1.7,phosphate,specific_compound,inorganic,kegg_ko,confident,pstC; phosphate transport system permease protein,,brite;kegg;tcdb;func
EZ55_00859,pstA,phosphate ABC transporter permease PstA,Inorganic ion transport,NZ_OX359237.1,961020,962579,+,PERM,kegg.orthology:K02038,pstA; phosphate transport system permease protein,phosphate,Phosphate transporter,tcdb:3.A.1.7,3.A.1.7,phosphate,specific_compound,inorganic,kegg_ko,confident,pstA; phosphate transport system permease protein,,brite;kegg;tcdb;func
EZ55_00860,pstB,phosphate ABC transporter ATP-binding protein PstB,Inorganic ion transport,NZ_OX359237.1,962595,963401,+,ATP,kegg.orthology:K02036,pstB; phosphate transport system ATP-binding protein [EC:7.3.2.1],phosphate,Phosphate transporter,tcdb:3.A.1.7,3.A.1.7,phosphate,specific_compound,inorganic,kegg_ko,confident,pstB; phosphate transport system ATP-binding protein [EC:7.3.2.1],,brite;kegg;tcdb;func
EZ55_00861,phoU,phosphate signaling complex protein PhoU,Inorganic ion transport,NZ_OX359237.1,963552,964268,+,,kegg.orthology:K02039,phoU; phosphate transport system protein,phosphate,,,,phosphate,specific_compound,inorganic,kegg_ko,confident,phoU; phosphate transport system protein,,kegg;func
EZ55_00862,pitA,inorganic phosphate transporter,Inorganic ion transport,NZ_OX359237.1,964609,965880,+,PERM,kegg.orthology:K03306,"TC.PIT; inorganic phosphate transporter, PiT family",inorganic phosphate,,tcdb:2.A.20,The Inorganic Phosphate Transporter (PiT) Family,inorganic phosphate,specific_compound,inorganic,kegg_ko,confident,"TC.PIT; inorganic phosphate transporter, PiT family",,kegg;tcdb;func
EZ55_00892,sstT,serine/threonine transporter SstT,Amino acid metabolism,NZ_OX359237.1,995908,997128,+,,kegg.orthology:K07862,sstT; serine/threonine transporter,serine/threonine,Electrochemical potential-driven transporters [TC:2],tcdb:2.A.23.4,2.A.23.4,serine/threonine,multi_substrate,organic,kegg_ko,confident,sstT; serine/threonine transporter,serine; threonine,brite;kegg;tcdb;func
EZ55_00899,,MipA/OmpV family protein,Cell wall and membrane,NZ_OX359237.1,1004554,1005318,-,,kegg.orthology:K07274,"mipA, ompV; MipA family protein",,Pores ion channels [TC:1],tcdb:9.B.99.1,9.B.99.1,unresolved,unresolved,,,none,"mipA, ompV; MipA family protein",,brite;tcdb
EZ55_00904,ybiT,ABC-F family ATPase,Unknown,NZ_OX359237.1,1010039,1011631,-,ATP,,,,,,,unresolved,unresolved,,,none,ABC-F family ATPase,,func
EZ55_00910,,mechanosensitive ion channel family protein,Cell wall and membrane,NZ_OX359237.1,1019673,1020767,+,,kegg.orthology:K16052,"ynaI, mscMJ; MscS family membrane protein",,Pores ion channels [TC:1],tcdb:1.A.23.4,1.A.23.4,unresolved,unresolved,,,none,"ynaI, mscMJ; MscS family membrane protein",,brite;tcdb;func
EZ55_00913,,porin family protein,Cell wall and membrane,NZ_OX359237.1,1022872,1023450,-,,,,,,,,unresolved,unresolved,,,none,porin family protein,,func
EZ55_00915,,MFS transporter,Amino acid metabolism,NZ_OX359237.1,1023621,1024796,-,PERM,kegg.orthology:K07552,"bcr, tcaB; MFS transporter, DHA1 family, multidrug resistance protein",MFS,Drug:H+ antiporter-1 (12 spanner) (DHA1) family [TC:2.A.1.2],tcdb:2.A.1.2.9,2.A.1.2.9,unresolved,unresolved,,,none,"bcr, tcaB; MFS transporter, DHA1 family, multidrug resistance protein",,brite;kegg;tcdb;func
EZ55_00937,,CidA/LrgA family protein,Unknown,NZ_OX359237.1,1044585,1044986,+,,kegg.orthology:K06518,cidA; holin-like protein,,Pores ion channels [TC:1],tcdb:1.E.14.2,1.E.14.2,unresolved,unresolved,,,none,cidA; holin-like protein,,brite;tcdb
EZ55_00950,gspA,ExeA family protein,Intracellular trafficking,NZ_OX359237.1,1057920,1058831,+,,kegg.orthology:K02450,gspA; general secretion pathway protein A,,,tcdb:9.B.42,The ExeAB (ExeAB) Secretin Assembly/Export Complex Family,unresolved,unresolved,,,none,gspA; general secretion pathway protein A,,tcdb
EZ55_00951,gspB,general secretion pathway protein GspB,Intracellular trafficking,NZ_OX359237.1,1058824,1060107,+,,kegg.orthology:K02451,gspB; general secretion pathway protein B,,,tcdb:9.B.42,The ExeAB (ExeAB) Secretin Assembly/Export Complex Family,unresolved,unresolved,,,none,gspB; general secretion pathway protein B,,tcdb
EZ55_00962,recA,recombinase RecA,Replication and repair,NZ_OX359237.1,1074312,1075358,+,,kegg.orthology:K03553,recA; recombination protein RecA,,,,,unresolved,unresolved,,,none,recA; recombination protein RecA,,func
EZ55_00963,natA,ABC transporter ATP-binding protein,Energy production,NZ_OX359237.1,1075676,1076497,+,ATP,kegg.orthology:K09697,natA; sodium transport system ATP-binding protein [EC:7.2.2.4],sodium,Sodium transporter,tcdb:3.A.1.115,3.A.1.115,sodium,specific_compound,inorganic,kegg_ko,confident,natA; sodium transport system ATP-binding protein [EC:7.2.2.4],,brite;kegg;tcdb;func
EZ55_00964,natB,ABC transporter permease,Energy production,NZ_OX359237.1,1076481,1077677,+,PERM,kegg.orthology:K09696,natB; sodium transport system permease protein,sodium,Sodium transporter,tcdb:3.A.1.115,3.A.1.115,sodium,specific_compound,inorganic,kegg_ko,confident,natB; sodium transport system permease protein,,brite;kegg;tcdb;func
EZ55_00967,ccmA,cytochrome c biogenesis heme-transporting ATPase CcmA,Post-translational modification,NZ_OX359237.1,1081052,1081675,+,ATP,kegg.orthology:K02193,ccmA; heme exporter protein A [EC:7.6.2.5],,Heme transporter,tcdb:3.A.1.107,3.A.1.107,heme,specific_compound,organic,kegg_ko_keyword,inferred,ccmA; heme exporter protein A [EC:7.6.2.5],,brite;tcdb;func
EZ55_00968,ccmB,heme exporter protein CcmB,Post-translational modification,NZ_OX359237.1,1081675,1082340,+,,kegg.orthology:K02194,ccmB; heme exporter protein B,,Heme transporter,tcdb:3.A.1.107,3.A.1.107,heme,specific_compound,organic,kegg_ko_keyword,inferred,ccmB; heme exporter protein B,,brite;tcdb;func
EZ55_00969,ccmC,heme ABC transporter permease,Post-translational modification,NZ_OX359237.1,1082340,1083128,+,PERM,kegg.orthology:K02195,ccmC; heme exporter protein C,,Heme transporter,tcdb:3.A.1.107,3.A.1.107,heme,specific_compound,organic,kegg_ko_keyword,inferred,ccmC; heme exporter protein C,,brite;tcdb;func
