organism_name,locus_tag,system_id,system_size,carrier_type,role_from_pfam,pfam_domains,gene_summary,kegg_ko_id,tcdb_family,substrate_provisional,substrate_confidence,substrate_source,organic_c_vs_inorganic,importer_vs_exporter,sbp_bac3_bucket,catabolic_neighbors
Alteromonas macleodii HOT1A3,ACZ81_03365,ACZ81_S0145,1,other,other/unclear,PBP_like_2,"pstS :: PstS family phosphate ABC transporter substrate-binding protein :: COG0226 ABC-type phosphate transport system, periplasmic component",K02040,3.A.1.7,phosphate,confident,KO,inorganic,importer,NA,
Alteromonas macleodii HOT1A3,ACZ81_03375,ACZ81_S0146,1,other,other/unclear,Plug ; TonB_dep_Rec_b-barrel,"TonB-dependent receptor domain-containing protein :: COG1629 Outer membrane receptor proteins, mostly Fe transport",,,TonB-dependent,inferred,product/eggNOG,ambiguous,importer,NA,
Alteromonas macleodii HOT1A3,ACZ81_03385,ACZ81_S0147,1,other,other/unclear,MotA_ExbB,MotA/TolQ/ExbB proton channel family protein :: MotA TolQ ExbB proton channel,K03561,1.A.30.2.1,biopolymer,confident,KO,ambiguous,importer,NA,
Alteromonas macleodii HOT1A3,ACZ81_03390,ACZ81_S0148,1,other,other/unclear,MotA_ExbB,MotA/TolQ/ExbB proton channel family protein :: MotA/TolQ/ExbB proton channel family,K03561,1.A.30.2.1,biopolymer,confident,KO,ambiguous,importer,NA,
Alteromonas macleodii HOT1A3,ACZ81_03395,ACZ81_S0149,1,other,other/unclear,ExbD,ExbD/TolR family protein :: Biopolymer transport protein,K03559,1.A.30.2.1,biopolymer,confident,KO,ambiguous,importer,NA,
Alteromonas macleodii HOT1A3,ACZ81_03400,ACZ81_S0150,1,other,other/unclear,TonB_C,"energy transducer TonB :: Interacts with outer membrane receptor proteins that carry out high-affinity binding and energy dependent uptake into the periplasmic space of specific substrates. It could act to transduce energy from the cytoplasmic membrane to specific energy- requiring processes in the outer membrane, resulting in the release into the periplasm of ligands bound by these outer membrane proteins",K03832,2.C.1.1,periplasmic protein TonB,confident,KO,ambiguous,importer,NA,
Alteromonas macleodii HOT1A3,ACZ81_03420,ACZ81_S0151,1,other,other/unclear,AMP-binding ; AMP-binding_C,AMP-binding protein :: AMP-binding enzyme C-terminal domain,K01897,4.C.1.1,long-chain-fatty-acid---CoA ligase [EC:6.2.1.3],confident,KO,ambiguous,importer,NA,
Alteromonas macleodii HOT1A3,ACZ81_03495,ACZ81_S0152,1,other,other/unclear,DUF525,apaG :: Co2+/Mg2+ efflux protein ApaG :: protein affecting Mg2 Co2 transport,K06195,,ApaG protein,confident,KO,ambiguous,exporter,NA,
Alteromonas macleodii HOT1A3,ACZ81_03515,ACZ81_S0153,1,other,other/unclear,,"lptD :: LPS assembly protein LptD :: Together with LptE, is involved in the assembly of lipopolysaccharide (LPS) at the surface of the outer membrane",K04744,1.B.42.1,LPS-assembly protein,confident,KO,ambiguous,exporter,NA,ACZ81_03510
Alteromonas macleodii HOT1A3,ACZ81_03535,ACZ81_S0154,1,other,other/unclear,DsbC_N ; Thioredoxin_2,dsbC :: bifunctional protein-disulfide isomerase/oxidoreductase DsbC :: Required for disulfide bond formation in some periplasmic proteins. Acts by transferring its disulfide bond to other proteins and is reduced in the process,K03981,3.A.7.11.1,thiol:disulfide interchange protein DsbC [EC:5.3.4.1],confident,KO,ambiguous,importer,NA,ACZ81_03540
Alteromonas macleodii HOT1A3,ACZ81_03640,ACZ81_S0155,1,other,other/unclear,,hypothetical protein :: )-iron permease,K07243,2.A.108.1 ; 2.A.108.2,high-affinity iron,confident,KO,inorganic,importer,NA,
Alteromonas macleodii HOT1A3,ACZ81_03660,ACZ81_S0011,1,ABC-orphan-SBP,substrate-binding,SBP_bac_3,hypothetical protein :: ABC-type amino acid transport signal transduction systems periplasmic component domain,,,unresolved,inferred,none,dual-C+N,importer,sensory,
Alteromonas macleodii HOT1A3,ACZ81_03690,ACZ81_S0156,1,other,other/unclear,GST_C ; GST_N ; GST_N_3 ; GST_N_2,sspA :: stringent starvation protein SspA :: Glutathione S-transferase,K03599,1.A.12.3.1,stringent starvation protein A,confident,KO,dual-C+N,importer,NA,
Alteromonas macleodii HOT1A3,ACZ81_03715,ACZ81_S0157,1,other,other/unclear,CBS ; MgtE ; MgtE_N,mgtE :: magnesium transporter :: Acts as a magnesium transporter,K06213,1.A.26.1,magnesium,confident,KO,inorganic,importer,NA,
Alteromonas macleodii HOT1A3,ACZ81_03720,ACZ81_S0158,1,other,other/unclear,PTS-HPr,"ptsO :: HPr family phosphocarrier protein :: COG1925 Phosphotransferase system, HPr-related proteins",K08485 ; K11189,4.A.2.1,phosphocarrier protein NPr,confident,KO,ambiguous,importer,NA,
Alteromonas macleodii HOT1A3,ACZ81_03730,ACZ81_S0159,1,other,other/unclear,PTS_EIIA_2,ptsN :: PTS IIA-like nitrogen regulatory protein PtsN :: COG1762 Phosphotransferase system mannitol fructose-specific IIA domain (Ntr-type),K02806,,nitrogen PTS system EIIA component [EC:2.7.1.-],confident,KO,organic-C,importer,NA,
Alteromonas macleodii HOT1A3,ACZ81_03745,ACZ81_S0012,1,other-permease,ATP-binding,ABC_tran ; BCA_ABC_TP_C,lptB :: LPS export ABC transporter ATP-binding protein :: Part of the ABC transporter complex LptBFG involved in the translocation of lipopolysaccharide (LPS) from the inner membrane to the outer membrane. Probably responsible for energy coupling to the transport system,K06861,1.B.42.1,lipopolysaccharide export system ATP-binding protein [EC:7.5.2.5],confident,KO,ambiguous,exporter,NA,
Alteromonas macleodii HOT1A3,ACZ81_03750,ACZ81_S0160,1,other,other/unclear,LptD_N,"lptA :: lipopolysaccharide transport periplasmic protein LptA :: Involved in the assembly of lipopolysaccharide (LPS). Required for the translocation of LPS from the inner membrane to the outer membrane. May form a bridge between the inner membrane and the outer membrane, via interactions with LptC and LptD, thereby facilitating LPS transfer across the periplasm",K09774,1.B.42.1,lipopolysaccharide export system protein LptA,confident,KO,ambiguous,exporter,NA,
Alteromonas macleodii HOT1A3,ACZ81_03755,ACZ81_S0161,1,other,other/unclear,LptC,lptC :: LPS export ABC transporter periplasmic protein LptC :: Involved in the assembly of lipopolysaccharide (LPS). Required for the translocation of LPS from the inner membrane to the outer membrane. Facilitates the transfer of LPS from the inner membrane to the periplasmic protein LptA. Could be a docking site for LptA. ; FUNCTION: Required for the translocation of lipopolysaccharide (LPS) from the inner membrane to the outer membrane,K11719,1.B.42.1,lipopolysaccharide export system protein LptC,confident,KO,ambiguous,exporter,NA,
Alteromonas macleodii HOT1A3,ACZ81_03770,ACZ81_S0162,1,other,other/unclear,Na_Ca_ex,yrbG :: calcium/sodium antiporter :: COG0530 Ca2 Na antiporter,K07301,2.A.19.5,cation:H+,confident,KO,inorganic,importer,NA,ACZ81_03765
Alteromonas macleodii HOT1A3,ACZ81_03775,ACZ81_S0013,1,other-permease,ATP-binding,ABC_tran,"mlaF :: phospholipid ABC transporter ATP-binding protein MlaF :: ABC-type transport system involved in resistance to organic solvents, ATPase component",K02065,3.A.1.27,phospholipid/cholesterol/gamma-HCH,confident,KO,organic-C,importer,NA,
Alteromonas macleodii HOT1A3,ACZ81_03780,ACZ81_S0163,1,other,other/unclear,MlaE,"mlaE :: lipid asymmetry maintenance ABC transporter permease subunit MlaE :: Part of the ABC transporter complex MlaFEDB, which is involved in a phospholipid transport pathway that maintains lipid asymmetry in the outer membrane by retrograde trafficking of phospholipids from the outer membrane to the inner membrane. Probably responsible for the translocation of the substrate across the membrane",K02066,3.A.1.27,phospholipid/cholesterol/gamma-HCH,confident,KO,organic-C,importer,NA,
Alteromonas macleodii HOT1A3,ACZ81_03785,ACZ81_S0164,1,other,other/unclear,MlaD,"mlaD :: outer membrane lipid asymmetry maintenance protein MlaD :: ABC-type transport system involved in resistance to organic solvents, periplasmic component",K02067,3.A.1.27,phospholipid/cholesterol/gamma-HCH,confident,KO,organic-C,importer,NA,
Alteromonas macleodii HOT1A3,ACZ81_03790,ACZ81_S0165,1,other,other/unclear,MlaC,"ttg2D :: MlaC/ttg2D family ABC transporter substrate-binding protein :: ABC-type transport system involved in resistance to organic solvents, auxiliary component",K07323,3.A.1.27.3,phospholipid,confident,KO,organic-C,importer,NA,
Alteromonas macleodii HOT1A3,ACZ81_03795,ACZ81_S0166,1,other,other/unclear,STAS_2,yrbB :: STAS domain-containing protein :: NTP binding protein (Contains STAS domain),K07122,3.A.1.27.3,phospholipid,confident,KO,organic-C,importer,NA,
Alteromonas macleodii HOT1A3,ACZ81_03890,ACZ81_S0167,1,other,other/unclear,SecD_SecF_C ; Sec_GG,secD :: protein translocase subunit SecD :: Part of the Sec protein translocase complex. Interacts with the SecYEG preprotein conducting channel. SecDF uses the proton motive force (PMF) to complete protein translocation after the ATP-dependent function of SecA,K12257,2.A.6.4,SecD/SecF fusion protein,confident,KO,ambiguous,importer,NA,
Alteromonas macleodii HOT1A3,ACZ81_03895,ACZ81_S0168,1,other,other/unclear,CorC_HlyC ; Na_H_Exchanger ; TrkA_C,nhaP2 :: potassium/proton antiporter :: COG3263 NhaP-type Na H and K H antiporters with a unique C-terminal domain,K11105,2.A.36.6,potassium/hydrogen,confident,KO,inorganic,importer,NA,
Alteromonas macleodii HOT1A3,ACZ81_03900,ACZ81_S0169,1,other,other/unclear,Plug ; TonB_dep_Rec_b-barrel,TonB-dependent receptor :: TonB dependent receptor,,,TonB-dependent,inferred,product/eggNOG,ambiguous,importer,NA,
Alteromonas macleodii HOT1A3,ACZ81_03905,ACZ81_S0170,1,secondary-carrier,secondary-carrier,EamA,ywfM :: DMT family transporter :: EamA-like transporter family,K03298,2.A.7.3,drug/metabolite,confident,KO,ambiguous,importer,NA,
Alteromonas macleodii HOT1A3,ACZ81_03910,ACZ81_S0014,1,ABC-orphan-SBP,substrate-binding,SBP_bac_3,"substrate-binding periplasmic protein :: Bacterial extracellular solute-binding proteins, family 3",,,unresolved,inferred,none,ambiguous,importer,sensory,
Alteromonas macleodii HOT1A3,ACZ81_03920,ACZ81_S0015,1,ABC-orphan-SBP,substrate-binding,Peripla_BP_6,"ABC transporter substrate-binding protein :: COG0683 ABC-type branched-chain amino acid transport systems, periplasmic component",K01999,3.A.1.4,branched-chain amino acid,confident,KO,dual-C+N,importer,NA,ACZ81_03925
Alteromonas macleodii HOT1A3,ACZ81_03990,ACZ81_S0171,1,other,other/unclear,Beta-barrel_RND ; BSH_RND ; HH_MFP_RND ; RND-MFP_C,efflux RND transporter periplasmic adaptor subunit :: Belongs to the membrane fusion protein (MFP) (TC 8.A.1) family,K03585,2.A.6.2 ; 8.A.1.6,efflux RND,inferred,product/eggNOG,ambiguous,exporter,NA,
Alteromonas macleodii HOT1A3,ACZ81_03995,ACZ81_S0172,1,other,other/unclear,ACR_tran,efflux RND transporter permease subunit :: Belongs to the resistance-nodulation-cell division (RND) (TC 2.A.6) family,K03296,2.A.6.2,"hydrophobic/amphiphilic exporter-1 (mainly G- bacteria), HAE1 family",confident,KO,ambiguous,exporter,NA,
Alteromonas macleodii HOT1A3,ACZ81_04000,ACZ81_S0173,1,other,other/unclear,OEP,"nodT :: TolC family protein :: RND efflux system, outer membrane lipoprotein",K18139,The Outer Membrane Factor (OMF) Family ; 2.A.6.2,unresolved,inferred,none,ambiguous,exporter,NA,
Alteromonas macleodii HOT1A3,ACZ81_04030,ACZ81_S0016,3,other-permease,permease,BPD_transp_1,"pstC :: ABC transporter permease subunit :: transport system, permease component",K02037,3.A.1.7,phosphate,confident,KO,inorganic,importer,NA,
Alteromonas macleodii HOT1A3,ACZ81_04035,ACZ81_S0016,3,other-permease,permease,BPD_transp_1,pstA :: phosphate ABC transporter permease PstA :: Phosphate transport system permease,K02038,3.A.1.7,phosphate,confident,KO,inorganic,importer,NA,
Alteromonas macleodii HOT1A3,ACZ81_04040,ACZ81_S0016,3,other-permease,ATP-binding,ABC_tran,pstB :: phosphate ABC transporter ATP-binding protein PstB :: Part of the ABC transporter complex PstSACB involved in phosphate import. Responsible for energy coupling to the transport system,K02036,3.A.1.7,phosphate,confident,KO,inorganic,importer,NA,
Alteromonas macleodii HOT1A3,ACZ81_04045,ACZ81_S0174,1,other,other/unclear,PhoU,phoU :: phosphate signaling complex protein PhoU :: Plays a role in the regulation of phosphate uptake,K02039,,phosphate,confident,KO,inorganic,importer,NA,
Alteromonas macleodii HOT1A3,ACZ81_04050,ACZ81_S0175,1,other,other/unclear,PHO4,pitA :: inorganic phosphate transporter :: COG0306 Phosphate sulphate permeases,K03306,The Inorganic Phosphate Transporter (PiT) Family,inorganic phosphate,confident,KO,inorganic,importer,NA,
Alteromonas macleodii HOT1A3,ACZ81_04060,ACZ81_S0176,1,other,other/unclear,HTH_1 ; LysR_substrate,oxyR :: hydrogen peroxide-inducible genes activator :: Transcriptional regulator,K04761,,"LysR family transcriptional regulator, hydrogen peroxide-inducible genes activator",confident,KO,ambiguous,importer,NA,
Alteromonas macleodii HOT1A3,ACZ81_04155,ACZ81_S0177,1,other,other/unclear,SDF,"sstT :: serine/threonine transporter SstT :: Involved in the import of serine and threonine into the cell, with the concomitant import of sodium (symport system)",K07862,2.A.23.4,serine/threonine,confident,KO,inorganic,importer,NA,ACZ81_04150
Alteromonas macleodii HOT1A3,ACZ81_04190,ACZ81_S0178,1,other,other/unclear,MipA,MipA/OmpV family protein :: MltA-interacting protein MipA,K07274,9.B.99.1,unresolved,inferred,none,ambiguous,importer,NA,ACZ81_04195
Alteromonas macleodii HOT1A3,ACZ81_04210,ACZ81_S0017,1,other-permease,ATP-binding,ABC_tran ; ABC_tran_Xtn,ybiT :: ABC-F family ATPase :: COG0488 ATPase components of ABC transporters with duplicated ATPase domains,,,ybiT ::,inferred,product/eggNOG,ambiguous,importer,NA,
Alteromonas macleodii HOT1A3,ACZ81_04225,ACZ81_S0179,1,other,other/unclear,MS_channel_2nd,mechanosensitive ion channel family protein :: Mechanosensitive ion channel,K16052,1.A.23.4,MscS family membrane protein,confident,KO,ambiguous,importer,NA,ACZ81_04220
Alteromonas macleodii HOT1A3,ACZ81_04240,ACZ81_S0180,1,other,other/unclear,Plug ; TonB_dep_Rec_b-barrel,TonB-dependent receptor domain-containing protein :: Outer membrane receptor for ferrienterochelin and colicins,K16089,1.B.14.1 ; 1.B.14.10,outer membrane,confident,KO,ambiguous,importer,NA,
Alteromonas macleodii HOT1A3,ACZ81_04245,ACZ81_S0181,1,other,other/unclear,,yhiI :: HlyD family secretion protein :: Biotin-lipoyl like,K01993,,HlyD family secretion protein,confident,KO,inorganic,exporter,NA,
Alteromonas macleodii HOT1A3,ACZ81_04250,ACZ81_S0018,1,other-permease,ATP-binding,ABC2_membrane_3 ; ABC_tran,"rbbA :: ribosome-associated ATPase/putative transporter RbbA :: ABC-type multidrug transport system, ATPase component",K13926,,ribosome-dependent ATPase,confident,KO,ambiguous,exporter,NA,
Alteromonas macleodii HOT1A3,ACZ81_04255,ACZ81_S0182,1,other,other/unclear,ABC2_membrane ; ABC2_membrane_3,"yhhJ :: ABC transporter permease :: ABC-type multidrug transport system, permease component",K01992,The ATP-binding Cassette (ABC) Superfamily,yhhJ ::,inferred,product/eggNOG,ambiguous,exporter,NA,
Alteromonas macleodii HOT1A3,ACZ81_04260,ACZ81_S0183,1,secondary-carrier,secondary-carrier,MFS_1,MFS transporter :: COG0477 Permeases of the major facilitator superfamily,K07552 ; K08154,2.A.1.2.9,unresolved,inferred,none,ambiguous,exporter,NA,
Alteromonas macleodii HOT1A3,ACZ81_04290,ACZ81_S0184,1,other,other/unclear,OEP,czcC :: TolC family protein :: Outer membrane efflux protein,K15725,1.B.17.2.2,"outer membrane protein, heavy metal efflux system",confident,KO,inorganic,exporter,NA,ACZ81_04285
Alteromonas macleodii HOT1A3,ACZ81_04295,ACZ81_S0185,1,other,other/unclear,,czcB :: efflux RND transporter periplasmic adaptor subunit :: PFAM biotin lipoyl attachment domain-containing protein,K15727,8.A.1.2.1,"membrane fusion protein, heavy metal efflux system",confident,KO,inorganic,exporter,NA,
Alteromonas macleodii HOT1A3,ACZ81_04300,ACZ81_S0186,1,other,other/unclear,ACR_tran,czcA :: efflux RND transporter permease subunit :: Belongs to the resistance-nodulation-cell division (RND) (TC 2.A.6) family,K15726,2.A.6.1.2,heavy metal efflux system protein,confident,KO,inorganic,exporter,NA,
Alteromonas macleodii HOT1A3,ACZ81_04320,ACZ81_S0187,1,other,other/unclear,,efflux RND transporter periplasmic adaptor subunit :: Belongs to the membrane fusion protein (MFP) (TC 8.A.1) family,,,efflux RND,inferred,product/eggNOG,ambiguous,exporter,NA,
Alteromonas macleodii HOT1A3,ACZ81_04325,ACZ81_S0188,1,other,other/unclear,ACR_tran,efflux RND transporter permease subunit :: Belongs to the resistance-nodulation-cell division (RND) (TC 2.A.6) family,K03296,2.A.6.2,"hydrophobic/amphiphilic exporter-1 (mainly G- bacteria), HAE1 family",confident,KO,ambiguous,exporter,NA,
Alteromonas macleodii HOT1A3,ACZ81_04350,ACZ81_S0189,1,other,other/unclear,Sulf_transp,YeeE/YedE family protein :: Transporter component,K07112,,unresolved,inferred,none,ambiguous,importer,NA,
Alteromonas macleodii HOT1A3,ACZ81_04355,ACZ81_S0190,1,other,other/unclear,Sulf_transp,DUF6691 family protein :: Transporter component,K07112,,unresolved,inferred,none,ambiguous,importer,NA,ACZ81_04360
Alteromonas macleodii HOT1A3,ACZ81_04365,ACZ81_S0191,1,other,other/unclear,TauE,sulfite exporter TauE/SafE family protein :: Sulfite exporter TauE/SafE,K07090,,unresolved,inferred,none,inorganic,exporter,NA,ACZ81_04360|ACZ81_04370
Alteromonas macleodii HOT1A3,ACZ81_04470,ACZ81_S0192,1,other,other/unclear,LrgA,CidA/LrgA family protein :: LrgA family,K06518,1.E.14.2,holin-like protein,confident,KO,ambiguous,importer,NA,
Alteromonas macleodii HOT1A3,ACZ81_04540,ACZ81_S0193,1,other,other/unclear,AAA_22 ; PG_binding_1,"gspA :: ExeA family protein :: COG3267 Type II secretory pathway, component ExeA",K02450,The ExeAB (ExeAB) Secretin Assembly/Export Complex Family,general secretion pathway protein A,confident,KO,ambiguous,exporter,NA,
Alteromonas macleodii HOT1A3,ACZ81_04545,ACZ81_S0194,1,other,other/unclear,DUF3391 ; T2SSB,gspB :: general secretion pathway protein GspB :: Type II secretion system protein B,K02451,The ExeAB (ExeAB) Secretin Assembly/Export Complex Family,general secretion pathway protein B,confident,KO,ambiguous,exporter,NA,
Alteromonas macleodii HOT1A3,ACZ81_04605,ACZ81_S0019,1,other-permease,ATP-binding,ABC_tran,"natA :: ABC transporter ATP-binding protein :: ABC-type Na transport system, ATPase component",K09697,3.A.1.115,sodium,confident,KO,inorganic,importer,NA,
Alteromonas macleodii HOT1A3,ACZ81_04610,ACZ81_S0195,1,other,other/unclear,ABC2_membrane_2 ; ABC2_membrane_3,"natB :: ABC transporter permease :: COG1668 ABC-type Na efflux pump, permease component",K09696,3.A.1.115,sodium,confident,KO,inorganic,exporter,NA,
Alteromonas macleodii HOT1A3,ACZ81_04615,ACZ81_S0196,1,other,other/unclear,Bac_export_2,"flhB2 :: EscU/YscU/HrcU family type III secretion system export apparatus switch protein :: Required for formation of the rod structure in the basal body of the flagellar apparatus. Together with FliI and FliH, may constitute the export apparatus of flagellin",K04061,,flagellar biosynthesis protein,confident,KO,ambiguous,exporter,NA,
