locus_tag,strain_short,substrates,tier,func_evidence,export_evidence
AMBAS45_17320,AD45,protein/peptide,A: degradative + exported,Pfam Peptidase propeptide and YPEB domain,signal:Lipoprotein signal peptide (Sec/SPII)
AMBAS45_17355,AD45,protein/peptide,A: degradative + exported,EC 3.4.-.- (Acting on peptide bonds (peptidases)),loc:Extracellular;signal:Signal peptide (Sec/SPI)
AMBAS45_17535,AD45,protein/peptide,"B: degradative, export uncertain",GO-MF peptidase activity,
AMBAS45_17790,AD45,protein/peptide,A: degradative + exported,Pfam BlaR1 peptidase M56,signal:Signal peptide (Sec/SPI)
AMBAS45_17900,AD45,protein/peptide,A: degradative + exported,EC 3.4.-.- (Acting on peptide bonds (peptidases)),signal:Signal peptide (Sec/SPI)
AMBAS45_17980,AD45,protein/peptide,A: degradative + exported,EC 3.4.24.71 (endothelin-converting enzyme 1),signal:Lipoprotein signal peptide (Sec/SPII)
AMBAS45_18140,AD45,protein/peptide,A: degradative + exported,Pfam Prolyl oligopeptidase family,signal:Signal peptide (Sec/SPI)
AMBAS45_18205,AD45,protein/peptide,A: degradative + exported,GO-MF peptidase activity,signal:Signal peptide (Sec/SPI)
AMBAS45_18210,AD45,protein/peptide,"B: degradative, export uncertain",GO-MF peptidase activity,
AMBAS45_18660,AD45,protein/peptide,A: degradative + exported,Pfam Subtilase family,signal:Signal peptide (Sec/SPI)
AMBAS45_18995,AD45,protein/peptide,A: degradative + exported,EC 3.4.24.- (Metalloendopeptidases),signal:Signal peptide (Sec/SPI)
AMBAS45_01730,AD45,protein/peptide,A: degradative + exported,EC 3.4.24.- (Metalloendopeptidases),signal:Lipoprotein signal peptide (Sec/SPII)
AMBAS45_01775,AD45,protein/peptide,"B: degradative, export uncertain",EC 3.4.16.4 (serine-type D-Ala-D-Ala carboxypeptidase),
AMBAS45_01820,AD45,protein/peptide,A: degradative + exported,EC 3.4.19.13 (glutathione gamma-glutamate hydrolase),loc:Periplasmic;signal:Lipoprotein signal peptide (Sec/SPII)
AMBAS45_01990,AD45,protein/peptide,A: degradative + exported,EC 3.4.16.4 (serine-type D-Ala-D-Ala carboxypeptidase),loc:Extracellular
AMBAS45_02040,AD45,protein/peptide,"B: degradative, export uncertain","Pfam Serine aminopeptidase, S33",
AMBAS45_02170,AD45,protein/peptide,A: degradative + exported,EC 3.4.-.- (Acting on peptide bonds (peptidases)),loc:Outer membrane;signal:Signal peptide (Sec/SPI)
AMBAS45_02255,AD45,protein/peptide,"B: degradative, export uncertain",EC 3.4.15.6 (cyanophycinase),
AMBAS45_02320,AD45,protein/peptide,A: degradative + exported,GO-MF carboxypeptidase activity,signal:Signal peptide (Sec/SPI)
AMBAS45_02360,AD45,protein/peptide,A: degradative + exported,EC 3.4.-.- (Acting on peptide bonds (peptidases)),signal:Signal peptide (Sec/SPI)
AMBAS45_02420,AD45,protein/peptide,A: degradative + exported,EC 3.4.19.13 (glutathione gamma-glutamate hydrolase),loc:Periplasmic;signal:Lipoprotein signal peptide (Sec/SPII)
AMBAS45_02675,AD45,protein/peptide,A: degradative + exported,Pfam Peptidase family M23,loc:Outer membrane;signal:Lipoprotein signal peptide (Sec/SPII)
AMBAS45_03210,AD45,protein/peptide,A: degradative + exported,GO-MF metalloendopeptidase activity,loc:Extracellular
AMBAS45_03245,AD45,protein/peptide,A: degradative + exported,Pfam Peptidase family M49,signal:Lipoprotein signal peptide (Sec/SPII)
AMBAS45_03635,AD45,protein/peptide,A: degradative + exported,EC 3.4.17.- (Metallocarboxypeptidases),signal:Lipoprotein signal peptide (Sec/SPII)
AMBAS45_03640,AD45,protein/peptide,A: degradative + exported,GO-MF carboxypeptidase activity,signal:Signal peptide (Sec/SPI)
AMBAS45_03780,AD45,protein/peptide,A: degradative + exported,GO-MF serine-type endopeptidase activity,loc:Periplasmic
AMBAS45_03785,AD45,protein/peptide,A: degradative + exported,EC 3.4.21.107 (peptidase Do),loc:Periplasmic;signal:Signal peptide (Sec/SPI)
AMBAS45_04010,AD45,protein/peptide,A: degradative + exported,EC 3.4.19.1 (acylaminoacyl-peptidase),signal:Signal peptide (Sec/SPI)
AMBAS45_04110,AD45,protein/peptide,A: degradative + exported,EC 3.4.11.- (Aminopeptidases),signal:Lipoprotein signal peptide (Sec/SPII)
AMBAS45_04165,AD45,protein/peptide,A: degradative + exported,GO-MF serine-type peptidase activity,signal:Signal peptide (Sec/SPI)
AMBAS45_04235,AD45,protein/peptide,A: degradative + exported,Pfam Peptidase_C39 like family,signal:Lipoprotein signal peptide (Sec/SPII)
AMBAS45_04740,AD45,protein/peptide,"B: degradative, export uncertain",EC 3.4.24.- (Metalloendopeptidases),
AMBAS45_05145,AD45,protein/peptide,"B: degradative, export uncertain",Pfam Peptidase M15,
AMBAS45_05275,AD45,protein/peptide,A: degradative + exported,EC 3.4.24.71 (endothelin-converting enzyme 1),signal:Lipoprotein signal peptide (Sec/SPII)
AMBAS45_05695,AD45,protein/peptide,A: degradative + exported,GO-MF metallopeptidase activity,signal:Lipoprotein signal peptide (Sec/SPII)
AMBAS45_05835,AD45,protein/peptide,A: degradative + exported,Pfam Peptidase family M28,loc:Extracellular;signal:Signal peptide (Sec/SPI)
AMBAS45_05915,AD45,protein/peptide,A: degradative + exported,Pfam Peptidase family M28,loc:Extracellular;signal:Lipoprotein signal peptide (Sec/SPII)
AMBAS45_06035,AD45,protein/peptide,"B: degradative, export uncertain",Pfam Insulinase (Peptidase family M16),
AMBAS45_06090,AD45,protein/peptide,A: degradative + exported,"Pfam Serine aminopeptidase, S33",signal:Lipoprotein signal peptide (Sec/SPII)
AMBAS45_06170,AD45,protein/peptide,"B: degradative, export uncertain",EC 3.4.23.- (Aspartic endopeptidases),
AMBAS45_06370,AD45,protein/peptide,"B: degradative, export uncertain",EC 3.4.21.- (Serine endopeptidases),
AMBAS45_06675,AD45,protein/peptide,"B: degradative, export uncertain",EC 3.4.17.- (Metallocarboxypeptidases),
AMBAS45_06745,AD45,protein/peptide,A: degradative + exported,Pfam Peptidase propeptide and YPEB domain,signal:Signal peptide (Sec/SPI)
AMBAS45_06880,AD45,protein/peptide,A: degradative + exported,Pfam Prolyl oligopeptidase family,signal:Signal peptide (Sec/SPI)
AMBAS45_06945,AD45,protein/peptide,A: degradative + exported,EC 3.4.21.- (Serine endopeptidases),signal:Signal peptide (Sec/SPI)
AMBAS45_06960,AD45,protein/peptide,"B: degradative, export uncertain",Pfam Aspartyl protease,
AMBAS45_19355,AD45,protein/peptide,"B: degradative, export uncertain",EC 3.4.22.- (Cysteine endopeptidases),
AMBAS45_19380,AD45,protein/peptide,A: degradative + exported,GO-MF metallocarboxypeptidase activity,signal:Signal peptide (Sec/SPI)
AMBAS45_19525,AD45,protein/peptide,A: degradative + exported,Pfam Prolyl oligopeptidase family,signal:Signal peptide (Sec/SPI)
AMBAS45_19575,AD45,protein/peptide,A: degradative + exported,GO-MF metallopeptidase activity,signal:Signal peptide (Sec/SPI)
AMBAS45_07335,AD45,protein/peptide,A: degradative + exported,Pfam Prolyl oligopeptidase family,signal:Signal peptide (Sec/SPI)
AMBAS45_07350,AD45,protein/peptide,"B: degradative, export uncertain",Pfam D-alanyl-D-alanine carboxypeptidase,
AMBAS45_07785,AD45,protein/peptide,A: degradative + exported,EC 3.4.19.13 (glutathione gamma-glutamate hydrolase),loc:Periplasmic
AMBAS45_07805,AD45,protein/peptide,"B: degradative, export uncertain",EC 3.4.-.- (Acting on peptide bonds (peptidases)),
AMBAS45_07905,AD45,protein/peptide,A: degradative + exported,Pfam Bacterial transglutaminase-like cysteine proteinase BTLCP,signal:Signal peptide (Sec/SPI)
AMBAS45_08235,AD45,protein/peptide,A: degradative + exported,"Pfam Serine aminopeptidase, S33",signal:Signal peptide (Sec/SPI)
AMBAS45_08380,AD45,protein/peptide,A: degradative + exported,GO-MF metalloendopeptidase activity,signal:Signal peptide (Sec/SPI)
AMBAS45_08550,AD45,protein/peptide,A: degradative + exported,EC 3.4.17.- (Metallocarboxypeptidases),signal:Lipoprotein signal peptide (Sec/SPII)
AMBAS45_08650,AD45,protein/peptide,A: degradative + exported,Pfam X-Pro dipeptidyl-peptidase (S15 family),signal:Signal peptide (Sec/SPI)
AMBAS45_08815,AD45,protein/peptide,A: degradative + exported,GO-MF serine-type peptidase activity,loc:Extracellular;signal:Lipoprotein signal peptide (Sec/SPII)
AMBAS45_09135,AD45,protein/peptide,"B: degradative, export uncertain",EC 3.4.21.- (Serine endopeptidases),
AMBAS45_09180,AD45,protein/peptide,A: degradative + exported,EC 3.4.16.4 (serine-type D-Ala-D-Ala carboxypeptidase),signal:Signal peptide (Sec/SPI)
AMBAS45_09195,AD45,protein/peptide,"B: degradative, export uncertain",EC 3.4.16.4 (serine-type D-Ala-D-Ala carboxypeptidase),
AMBAS45_09265,AD45,protein/peptide,"B: degradative, export uncertain",EC 3.4.24.- (Metalloendopeptidases),
AMBAS45_09430,AD45,protein/peptide,"B: degradative, export uncertain",EC 3.4.16.4 (serine-type D-Ala-D-Ala carboxypeptidase),
AMBAS45_09760,AD45,protein/peptide,"B: degradative, export uncertain",EC 3.4.21.- (Serine endopeptidases),
AMBAS45_09845,AD45,protein/peptide,A: degradative + exported,EC 3.4.24.- (Metalloendopeptidases),signal:Signal peptide (Sec/SPI)
AMBAS45_09850,AD45,protein/peptide,"B: degradative, export uncertain",Pfam M61 glycyl aminopeptidase,
AMBAS45_09975,AD45,protein/peptide,A: degradative + exported,GO-MF serine-type peptidase activity,signal:Signal peptide (Sec/SPI)
AMBAS45_10040,AD45,protein/peptide,A: degradative + exported,EC 3.4.21.102 (C-terminal processing peptidase),signal:Signal peptide (Sec/SPI)
AMBAS45_10450,AD45,protein/peptide,"B: degradative, export uncertain",Pfam SOS response associated peptidase (SRAP),
AMBAS45_10455,AD45,protein/peptide,A: degradative + exported,EC 3.4.19.1 (acylaminoacyl-peptidase),signal:Lipoprotein signal peptide (Sec/SPII)
AMBAS45_10635,AD45,protein/peptide,A: degradative + exported,EC 3.4.24.- (Metalloendopeptidases),signal:Signal peptide (Sec/SPI)
AMBAS45_10910,AD45,protein/peptide,A: degradative + exported,Pfam BlaR1 peptidase M56,signal:Lipoprotein signal peptide (Sec/SPII)
AMBAS45_10975,AD45,protein/peptide,A: degradative + exported,EC 3.4.19.13 (glutathione gamma-glutamate hydrolase),loc:Periplasmic;signal:Lipoprotein signal peptide (Sec/SPII)
AMBAS45_10985,AD45,protein/peptide,"B: degradative, export uncertain",EC 3.4.21.- (Serine endopeptidases),
AMBAS45_10990,AD45,protein/peptide,A: degradative + exported,EC 3.4.-.- (Acting on peptide bonds (peptidases)),signal:Lipoprotein signal peptide (Sec/SPII)
AMBAS45_11030,AD45,protein/peptide,A: degradative + exported,EC 3.4.14.- (Dipeptidyl-peptidases and tripeptidyl-peptidases),signal:Signal peptide (Sec/SPI)
AMBAS45_11080,AD45,protein/peptide,A: degradative + exported,EC 3.4.21.26 (prolyl oligopeptidase),loc:Periplasmic;signal:Lipoprotein signal peptide (Sec/SPII)
AMBAS45_11150,AD45,protein/peptide,A: degradative + exported,Pfam Peptidase family S41,signal:Lipoprotein signal peptide (Sec/SPII)
AMBAS45_11470,AD45,protein/peptide,A: degradative + exported,EC 3.4.-.- (Acting on peptide bonds (peptidases)),signal:Signal peptide (Sec/SPI)
AMBAS45_01265,AD45,sulfate ester,"B: degradative, export uncertain",Pfam Sulfatase,
AMBAS45_17500,AD45,sulfate ester,"B: degradative, export uncertain",Pfam Sulfatase-modifying factor enzyme 1-like domain,
AMBAS45_20061,AD45,sulfate ester,"B: degradative, export uncertain",Pfam Sulfatase-modifying factor enzyme 1-like domain,
AMBAS45_09825,AD45,sulfate ester,"B: degradative, export uncertain",Pfam Sulfatase,
MASE_16040,ATCC27126,amide/C-N,A: degradative + exported,"EC 3.5.-.- (Acting on carbon-nitrogen bonds, other than peptide bonds)",signal:Signal peptide (Sec/SPI)
MASE_17820,ATCC27126,amide/C-N,A: degradative + exported,EC 3.5.1.28 (N-acetylmuramoyl-L-alanine amidase),signal:Signal peptide (Sec/SPI)
MASE_18160,ATCC27126,amide/C-N,A: degradative + exported,"EC 3.5.-.- (Acting on carbon-nitrogen bonds, other than peptide bonds)",signal:Signal peptide (Sec/SPI)
MASE_18580,ATCC27126,amide/C-N,A: degradative + exported,EC 3.5.2.6 (beta-lactamase),signal:Signal peptide (Sec/SPI)
MASE_01195,ATCC27126,amide/C-N,"B: degradative, export uncertain",EC 3.5.1.44 (protein-glutamine glutaminase),
MASE_19620,ATCC27126,amide/C-N,A: degradative + exported,"EC 3.5.-.- (Acting on carbon-nitrogen bonds, other than peptide bonds)",signal:Signal peptide (Sec/SPI)
MASE_04205,ATCC27126,amide/C-N,"B: degradative, export uncertain",EC 3.5.1.42 (nicotinamide-nucleotide amidase),
MASE_04410,ATCC27126,amide/C-N,"B: degradative, export uncertain",EC 3.5.1.28 (N-acetylmuramoyl-L-alanine amidase),
MASE_06740,ATCC27126,amide/C-N,"B: degradative, export uncertain",Pfam Carbon-nitrogen hydrolase,
MASE_07150,ATCC27126,amide/C-N,"B: degradative, export uncertain",EC 3.5.2.17 (hydroxyisourate hydrolase),
MASE_07235,ATCC27126,amide/C-N,A: degradative + exported,EC 3.5.4.4 (adenosine deaminase),signal:Signal peptide (Sec/SPI)
MASE_07265,ATCC27126,amide/C-N,"B: degradative, export uncertain",EC 3.5.1.4 (amidase),
MASE_07495,ATCC27126,amide/C-N,A: degradative + exported,EC 3.5.1.97 (acyl-homoserine-lactone acylase),loc:Periplasmic
MASE_08955,ATCC27126,amide/C-N,"B: degradative, export uncertain",EC 3.5.4.5 (cytidine deaminase),
MASE_09200,ATCC27126,amide/C-N,A: degradative + exported,EC 3.5.1.97 (acyl-homoserine-lactone acylase),loc:Periplasmic;signal:Lipoprotein signal peptide (Sec/SPII)
MASE_10625,ATCC27126,amide/C-N,"B: degradative, export uncertain",EC 3.5.2.9 (5-oxoprolinase (ATP-hydrolyzing)),
MASE_18860,ATCC27126,amide/C-N;carbohydrate,"B: degradative, export uncertain",CAZy GH73 | GO-MF amidase activity,
MASE_02165,ATCC27126,amide/C-N;carbohydrate,A: degradative + exported,"EC 3.2.1.- (Glycosidases, i.e. enzymes hydrolyzing O- and S-glycosyl compounds) | GO-MF peptidoglycan beta-N-acetylmuramidase activity",signal:Lipoprotein signal peptide (Sec/SPII)
MASE_14820,ATCC27126,amide/C-N;protein/peptide,"B: degradative, export uncertain",EC 3.4.16.4 (serine-type D-Ala-D-Ala carboxypeptidase) | EC 3.5.1.28 (N-acetylmuramoyl-L-alanine amidase),
MASE_16600,ATCC27126,amide/C-N;protein/peptide,A: degradative + exported,EC 3.5.1.28 (N-acetylmuramoyl-L-alanine amidase) | Pfam Subtilase family,loc:Outer membrane;signal:Signal peptide (Sec/SPI)
MASE_16620,ATCC27126,amide/C-N;protein/peptide,A: degradative + exported,EC 3.5.1.28 (N-acetylmuramoyl-L-alanine amidase) | Pfam Subtilase family,signal:Signal peptide (Sec/SPI)
MASE_07680,ATCC27126,amide/C-N;protein/peptide,A: degradative + exported,EC 3.4.19.5 (beta-aspartyl-peptidase) | EC 3.5.1.1 (asparaginase),loc:Periplasmic;signal:Signal peptide (Sec/SPI)
MASE_08930,ATCC27126,amide/C-N;protein/peptide,A: degradative + exported,EC 3.5.1.- (In linear amides) | GO-MF metallocarboxypeptidase activity,signal:Signal peptide (Sec/SPI)
MASE_13345,ATCC27126,carbohydrate,A: degradative + exported,Pfam Pectinacetylesterase,signal:Signal peptide (Sec/SPI)
MASE_13350,ATCC27126,carbohydrate,"B: degradative, export uncertain",Pfam Pectinacetylesterase,
MASE_13365,ATCC27126,carbohydrate,A: degradative + exported,EC 3.2.1.20 (alpha-glucosidase),signal:Signal peptide (Sec/SPI)
MASE_13670,ATCC27126,carbohydrate,A: degradative + exported,"EC 3.2.1.- (Glycosidases, i.e. enzymes hydrolyzing O- and S-glycosyl compounds)",loc:Extracellular;signal:Signal peptide (Sec/SPI)
MASE_13865,ATCC27126,carbohydrate,A: degradative + exported,EC 3.2.1.52 (beta-N-acetylhexosaminidase),loc:Outer membrane;signal:Signal peptide (Sec/SPI)
MASE_15985,ATCC27126,carbohydrate,A: degradative + exported,EC 3.2.1.4 (cellulase),signal:Lipoprotein signal peptide (Sec/SPII)
MASE_15995,ATCC27126,carbohydrate,"B: degradative, export uncertain",Pfam Glycosyl hydrolases family 17,
MASE_00050,ATCC27126,carbohydrate,"B: degradative, export uncertain",EC 3.2.2.20 (DNA-3-methyladenine glycosylase I),
MASE_16585,ATCC27126,carbohydrate,"B: degradative, export uncertain",GO-MF GDP-glucosidase activity,
MASE_16760,ATCC27126,carbohydrate,A: degradative + exported,Pfam Concanavalin A-like lectin/glucanases superfamily,signal:Signal peptide (Sec/SPI)
MASE_17640,ATCC27126,carbohydrate,A: degradative + exported,EC 3.2.1.1 (alpha-amylase),loc:Extracellular
MASE_18025,ATCC27126,carbohydrate,"B: degradative, export uncertain",EC 3.2.1.177 (alpha-D-xyloside xylohydrolase),
MASE_18045,ATCC27126,carbohydrate,A: degradative + exported,"EC 3.2.1.- (Glycosidases, i.e. enzymes hydrolyzing O- and S-glycosyl compounds)",loc:Extracellular;signal:Lipoprotein signal peptide (Sec/SPII)
MASE_18065,ATCC27126,carbohydrate,A: degradative + exported,EC 3.2.1.21 (beta-glucosidase),loc:Periplasmic;signal:Lipoprotein signal peptide (Sec/SPII)
MASE_18335,ATCC27126,carbohydrate,A: degradative + exported,EC 3.2.2.9 (adenosylhomocysteine nucleosidase),signal:Lipoprotein signal peptide (Sec/SPII)
MASE_18730,ATCC27126,carbohydrate,A: degradative + exported,GO-MF pectinesterase activity,loc:Extracellular;signal:Lipoprotein signal peptide (Sec/SPII)
MASE_18900,ATCC27126,carbohydrate,A: degradative + exported,EC 3.2.1.20 (alpha-glucosidase),signal:Signal peptide (Sec/SPI)
MASE_01045,ATCC27126,carbohydrate,A: degradative + exported,Pfam Concanavalin A-like lectin/glucanases superfamily,signal:Signal peptide (Sec/SPI)
MASE_01110,ATCC27126,carbohydrate,"B: degradative, export uncertain",EC 3.2.1.23 (beta-galactosidase),
MASE_01520,ATCC27126,carbohydrate,"B: degradative, export uncertain",CAZy GH103,
MASE_02155,ATCC27126,carbohydrate,A: degradative + exported,EC 3.2.1.52 (beta-N-acetylhexosaminidase),signal:Signal peptide (Sec/SPI)
MASE_02320,ATCC27126,carbohydrate,A: degradative + exported,CAZy GH23,loc:Periplasmic;signal:Signal peptide (Sec/SPI)
MASE_19145,ATCC27126,carbohydrate,A: degradative + exported,Pfam Glycosyl hydrolase family 67 N-terminus,signal:Signal peptide (Sec/SPI)
MASE_19160,ATCC27126,carbohydrate,A: degradative + exported,"EC 3.2.1.8 (endo-1,4-beta-xylanase)",signal:Signal peptide (Sec/SPI)
MASE_19195,ATCC27126,carbohydrate,A: degradative + exported,EC 3.2.1.21 (beta-glucosidase),loc:Periplasmic;signal:Lipoprotein signal peptide (Sec/SPII)
MASE_19205,ATCC27126,carbohydrate,"B: degradative, export uncertain",Pfam Glycosyl hydrolase family 9,
MASE_19215,ATCC27126,carbohydrate,A: degradative + exported,"EC 3.2.1.8 (endo-1,4-beta-xylanase)",signal:Lipoprotein signal peptide (Sec/SPII)
MASE_RS20450,ATCC27126,carbohydrate,"B: degradative, export uncertain",EC 3.2.1.55 (non-reducing end alpha-L-arabinofuranosidase),
MASE_RS20455,ATCC27126,carbohydrate,A: degradative + exported,EC 3.2.1.55 (non-reducing end alpha-L-arabinofuranosidase),signal:Signal peptide (Sec/SPI)
MASE_10300,ATCC27126,carbohydrate,A: degradative + exported,CAZy GH13,loc:Extracellular
MASE_10560,ATCC27126,carbohydrate,"B: degradative, export uncertain",Pfam Carbohydrate-binding module 48 (Isoamylase N-terminal domain),
MASE_10720,ATCC27126,carbohydrate,A: degradative + exported,EC 3.2.1.1 (alpha-amylase),loc:Extracellular;signal:Signal peptide (Sec/SPI)
MASE_10900,ATCC27126,carbohydrate,"B: degradative, export uncertain",EC 3.2.2.21 (DNA-3-methyladenine glycosylase II),
MASE_11205,ATCC27126,carbohydrate,A: degradative + exported,EC 3.2.2.9 (adenosylhomocysteine nucleosidase),signal:Signal peptide (Sec/SPI)
MASE_11340,ATCC27126,carbohydrate,A: degradative + exported,EC 3.2.1.172 (unsaturated rhamnogalacturonyl hydrolase),signal:Signal peptide (Sec/SPI)
MASE_11970,ATCC27126,carbohydrate,A: degradative + exported,CAZy GH103,signal:Signal peptide (Sec/SPI)
